,Company Name,Company Description,Company Address,Company Website,Company tel Number,Company Emails,Company linkedIn,Comapany Country name
211,SJP Sealing Technology (S) Pte Ltd,"SJP was established in year 1984 in Singapore specializing in Mechanical Seal, Packing, Gaskets, Pneumatic and Hydraulic Seals for the marine industry. Besides sealing devices, our other range of services including Protective Coatings, Industrial & Marine Maintenance, Mechanical Seal Refurbishment Centre, as a Complete Gasket Manufacturing Facility and Inhouse Blasting & Painting Facility. We also provided qualified service engineers for pumps, valves and other mechanical equipment repair and upgrade. Our working partners are AW CHESTERTON, TEADIT, IDT, VICTOR REINZ, GPT (PIKOTEK), SGL CARBON",Stand: F-G08,https://www.sjpsealtech.com/,(+65) 91471553,mailto:yvonne@sjpsealtech.com,https://www.facebook.com/SJP-Sealing-Technology-Singapore-Office-100285775558869/,Singapore
212,SL Metals Pte Ltd,"SL Metals Pte Ltd is Singapore’s leading aluminium alloy specialist and distributor. Established in 1983, we have accumulated almost 40 years of expertise and since expanded to four locations – Singapore (Headquarter), Malaysia (Johor Bahru), China (Suzhou) and Taiwan (Taichung). With a stronghold in various industry sectors such as Shipbuilding & Repair, Semiconductor, Automotive, and others, we provide customers with high-quality products & value-added services.We carry a comprehensive range of stock from renowned brands &are equipped w/ advanced machines to supply cut-to-size dimensions.",Stand: E-Q07,https://slmetalsgroup.com/,No data,mailto:sales@slmetalsgroup.com,https://www.linkedin.com/company/slmetalsgroup,Singapore
213,Smart Frequency Technology Inc,"Smart Frequency is found in August 2018 by Acer Group and NCSIST, dedicated for the promotion of various commercial radar, optical system, communication system, and Internet of Things (IoT) technologies to domestic and foreign markets. Acer Group invested funds and NCSIST transferred Coastal surveillance radar and SAR(Synthetic Aperture Radar) as a technology share.",Stand: D-V10,https://www.sfreq.com/,No data,mailto:sales@sfreq.com,No Data,Taiwan
214,SMI,"Society of Maritime Industries (SMI) is the voice of the UK’s maritime engineering and business sector promoting and supporting companies which design, build, refit and modernise ships, and supply equipment and services for all types of commercial and naval ships, ports and terminals infrastructure, digital technology, maritime defence and security, marine science and technology, maritime autonomous systems and marine renewable energy. SMI provides a wide range of activities both internationally and in the UK for the benefit of the maritime engineering business community.",Stand: E-K02,https://www.maritimeindustries.org/,44||7553 637073,mailto:helen.stephen@maritimeindustries.org,https://www.linkedin.com/company/2470961/admin/,United Kingdom
215,SMI-DIT-UK Shipping Concierge,"Our service, launched September 21 connecting businesses with various UK Government departments as well as bringing together shipping and maritime business with the right expertise when it’s needed.  The team will support businesses looking to invest in the UK and will develop market insights to support policy decisions through ongoing dialogue with industry stakeholders. The Concierge are formed by data analysts, market insight, commercial, operations and B2B management specialists and currently sit as a team of 9.",Stand: E-K02,https://www.gov.uk/guidance/uk-shipping-concierge,(+44) 7553 637073,mailto:Joanna.Sawh@UKShippingConcierge.gov.uk,https://www.linkedin.com/company/uk-shipping-concierge,United Kingdom
216,Spear Green / Hydrive,No Data,Stand: E-Q38,No Data,No data,No Data,No Data,Australia
217,Spear Green Design,No Data,Stand: E-Q38,No Data,No data,No Data,No Data,Australia
218,Speedcast,"Speedcast is a leading communications and IT services provider, delivering critical communications services to the Maritime, Energy, Mining, Media, Telecom, Cruise, NGO, Government, and Enterprise sectors. The company leverages its global network platform to provide fully connected systems that harness technologies and applications to transform what remote operations can achieve. With the world’s most comprehensive network, Speedcast enables faster, seamless pole-to-pole coverage from a global hybrid satellite, fiber, cellular, microwave, MPLS, and IP transport network with direct access to..",Stand: D-S26,https://www.speedcast.com/,(+1) 8326682300,mailto:maritimeinfo@speedcast.com,No Data,United Kingdom
219,Speedcast,No Data,Stand: D-S26,No Data,No data,No Data,No Data,United States
220,Springer-EMS Pte Ltd,"Springer-EMS Pte Ltd was founded in 1982 as a supplier of Electrical products for Marine Industry. Today, we are an established supplier of quality products for the Marine, Offshore and Green Energy markets in Singapore, Asean and Far East Region. Our company currently represents some of the well-known European and US brands of the industries. We will be presenting some of the latest products/systems of Glamox Aqua Signal, Karl Dose, Victron Energy, Zoellner, Cassens & Path, SVT/AIK and Lopolight in APM 2022.",Stand: E-P16,https://www.springer-ems.com/,No data,mailto:sales@springer-ems.com,No Data,Singapore
221,SSB Cryogenic Equipment Pte Ltd,"Incorporated in 1996, SSB Cryogenic Equipment Pte Ltd, a subsidiary of Sing Swee Bee Group, focuses on providing cryogenic and hydrocarbon bulk liquid, ISO tank leasing, repair, maintenance and re-certification services to the gas, marine and offshore industry. The company is the owner and lessor of the largest fleet of T-75 ISO tank in Southeast Asia, providing transportation and distribution support, as well as the supply of bulk liquid on both constant and turnkey basis to the gas and marine industry. SSB Cryogenic Services Pte Ltd, a subsidiary of SSB Cryogenic Equipment, specializes in c",Stand: E-N27,https://singsweebeegroup.com/,+65) 67522711,mailto:info@ssb.com.sg,https://www.linkedin.com/company/ssb-cryogenic-equipment-pte-ltd/about/,Singapore
222,"SSL INTERNATIONAL co.,LTD.","Ship Chandler & Sun Screen For Wheel House Specialist In Accomodation (Outfitting works, Importer & Exporter)",Stand: F-G36,http://www.sslint.kr/,(+82) 1077475876,mailto:sslint@sslint.kr,No Data,South Korea
223,Suncrest Engineering Pte Ltd,"Suncrest Engineering - Sales & Service provider for the following: - BIO-SEA UV Ballast Water Treatment System - Rivertrace Engineering Oil in Water Monitoring Equipment - Victor Marine Oily Water Separator & Sewage Treatment Plant Coffin Turbo Pump (Asia) - Sales & Service provider for the following: - Scienco/Fast inTank Ballast Water Treatment System - Coffin Turbo Pump High Pressure Boiler Feed Water pumps - Compass Water Solutions Oily Water Separator, Reverse Osmosis Fresh Water Maker and Slop Water Separator - Terragon Environmental Technologies Micro Auto Gasification System - MAGS",Stand: E-K12,http://suncrest.com.sg/http://coffin.com.sg/,(+65) 6863 3393,mailto:Sales@Suncrest.com.sg,No Data,Singapore
224,SWIFT MARINE TECH SERVICES PTE LTD,"Swift Marine is renowned Service Providers in Marine Industry since 2015. We carry out Yearly / 5 Yearly Calibration & Servicing of Instruments/ systems such as Fixed and Portable Gas Detectors, Safety Equipment’s, Oil Discharge Monitoring Equipment’s (ODME), Oil Mist Detectors (OMD’s), Ullage Temperature Oil & Water Interface (UTI’s) Tapes, Bilge Alarm Monitoring Equipment’s, Automation Equipment’s, Fan Beam and Cyscan DP Positioning Equipment’s and other related automation equipment’s. One Stop Solutions for Yearly Calibration Services.",Stand: E-J07,https://www.smtssg.com/,(+65) 62505035,mailto:admin@smtssg.com,No Data,Singapore
225,Taiwan Shipbuilding Industry Association,"Taiwan Shipbuilding Industry Association(TSIA) was established in July 1967, according to the approval of regional organisation of Internal Affairs, for the regional organisation of Taiwan. It has more than 90 shipyard members engaged in boat design, manufacturing, repair, retrofit for the study and improvement now. TSIA also coordinate the relationship between peers, to promote the common interests and plan for the improved promotion of the industry and promote economic development for the purpose.",Stand: D-U13,No Data,No data,No Data,No Data,Taiwan
226,TAS GLOBAL,"Develop, Manufacture and Operate Underwater Hull Cleaning ROV and Filtration System",Stand: F-F32,https://www.usmtas.com/,No data,No Data,https://www.linkedin.com/in/jimmy-choo-340b8a203/,South Korea
227,Technique Marine Services Pte Ltd,"Since incorporation in 2006, Technique Marine Services Pte Ltd (TMSPL) has been recognised as a reliable partner and solution provider in the marine offshore, oil and gas industry in the SEA region. Working closely with numerous partners and major shipyards around the region, we serve as a one-stop solution provider, specializing in a wide range of products. Since establishment, we have expanded overseas into China and Indonesia and have been involved in key projects in the industry.",Stand: E-M05,https://www.tmspl.com.sg/,(+65) 9272 6589,mailto:sales@tmspl.com.sg,No Data,Singapore
228,"Technology Centre for Offshore and Marine, Singapore Ltd (TCOMS)","The Technology Centre for Offshore and Marine, Singapore (TCOMS) is a national R&D centre dedicated to the Marine & Offshore and Maritime sectors. We integrate research and industry expertise to co-create innovative concepts and solutions to address real world challenges. A core feature of TCOMS is the next-generation Deepwater Ocean Basin research facility which is equipped with advanced wave and current generation systems to simulate the physical ocean environment and complex scenarios that marine platforms and ships operate in.",Stand: E-Q20,https://www.tcoms.sg/,(+65) 96703639,mailto:business@tcoms.sg,https://www.linkedin.com/company/tcoms/,Singapore
229,TEHO International Inc Ltd,"TEHO GROUP – MULTI-FACETED SOLUTIONS PROVIDER FOR THE MARINE, OFFSHORE O&G, CONSTRUCTION AND REAL ESTATE INDUSTRIES Leveraging on our increasing base of loyal customers, a structured and robust inventory system, and a dedicated and competent team, TEHO Group has grown from a small local business in 1986 to become an international multi-faceted solutions provider. We were listed on the Singapore Exchange Securities Trading Limited, SGX-ST in June 2009, after a restructuring exercise to streamline and rationalise our structure, under our holding company TEHO International Inc Ltd.",Stand: E-P20,https://www.teho.com.sg/,No data,mailto:marketing@teho.com.sg,https://www.linkedin.com/company/teho-international-usa-llc,Singapore
230,Teignbridge Propellers International Ltd.,"Teignbridge Propellers design and manufacture the highest-quality high-performance propellers and sterngear for commercial, military and leisure vessels. Robust, efficient and durable, Teignbridge’s complete propulsion systems deliver world-class equipment that can optimise the performance of vessels, saving operators time and money.",Stand: E-H09,https://teignbridge.co.uk/,(+60) 122685446,mailto:simon.honeybone@teignbridge.asia,https://www.linkedin.com/company/teignbridge-propellers/,Malaysia
231,Tero Marine AS,"Part of the Ocean Technologies Group, Tero Marine Tero Marine has a vision to turn a millennium of maritime tradition and knowledge into management systems, catering for the growing demands of an industry in an ever more complex world. We are one of the world’s leading developers of marine information systems and based on a thousand years of Norwegian shipping knowledge, our product range includes systems for Planned Maintenance, Inventory Control, Procurement, Crew management and Quality & Environment.",Stand: E-K01,https://www.teromarine.com/,(+47) 65132529,mailto:sales.sg@teromarine.com,https://www.linkedin.com/company/tero-marine-as/,Norway
232,TERRAGON ENVIRONMENTAL TECHNOLOGIES,No Data,Stand: E-K12,No Data,No data,No Data,No Data,United States
233,Test Company,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. In tempor purus at quam vestibulum volutpat. Proin gravida ultrices pellentesque. Proin tempor tristique erat a eleifend. Nulla efficitur quam",Stand: GH-332,https://rxglobal.com/,No data,No Data,No Data,Test Company
234,"Tetradyne Co., Ltd.","ETRADYNE is a specialized manufacturer of marine/military/industrial monitor, panel PC and computer since 1999. All the products are in-house manufactured and managed strictly for product-quality maintenance. Marine products approved by ABS, BV, DNV, KR, LR, NK, RS have been supplied since 2005. As a long-termed OEM partner of Dell, TETRADYNE has supplied marine certified Dell servers & workstations since 2005. In conjunction with TD kit (anti-vibration kit developed by TETRADYNE), marine certified Dell computer (Optiplex XE3) and monitor (19"", 24"") has been launched in 2019.",Stand: F-G32,http://tetradyne.co.kr/,(+82) 02-323-4972,mailto:sales@tetradyne.co.kr,No Data,South Korea
235,"THE SAFETY CO.,LTD.","THE SAFETY, as an affiliate of NK, is a sole business partner for the maritime service of NK Group, exclusively managing NK Group's global sales and aftersales service network.",Stand: F-G29,https://www.thesafety.com/,(+82) 82-(0)70-8892-7765,mailto:ts@thesafety.com,No Data,South Korea
236,TKF,"iSnce its founding in 1930, TKF has developed from a cable manufacturer to a leading supplier of connectivity solutions. With a broad portfolio of cables and services, we offer customers worldwide solutions for creating safe and reliable energy and data connections. Cables are the vital network of a ship, where spaces are narrow and the environment can be rough. They have to ensure the functioning of vital equipment during critical situations. At TKF we wish to support our clients with a complete marine cable portfolio specially designed for the marine environment. TKF offers more than 350 sta",Stand: E-K26,https://www.tkf.eu/,(+31) 535732255,mailto:inf@tkf.nl,No Data,Netherlands
237,Tractors Machinery International Pte Ltd,No Data,Stand: F-E26,No Data,No data,No Data,No Data,Singapore
238,Tractors Singapore Limited,"Established in January 1966, Tractors Singapore Limited (TSL) is the leading equipment dealer in Singapore. As a Cat dealer, TSL distributes a full line Cat machines, engines and propulsion systems, and also a full range of services including sales, rental, parts and after service support for the service territories of Singapore, Maldives and Christmas Island (Indian Ocean). Apart from the Cat dealership, TSL is also the distributor of COX diesel outboard, the world's first 300HP diesel outboard engine.",Stand: F-E26,https://www.tractors.com.sg/,(+65) 66638818,mailto:tractors@tractors.simedarby.com.sg,https://www.linkedin.com//tractors-singapore-ltd-,Singapore
239,TradeWinds,"Celebrating 30 years as the go-to news source in shipping, TradeWinds continues to offer market-leading coverage as it unpacks the key issues. Our global editorial team of experts offer peerless independent journalism, insight and business intelligence that simply can’t be found anywhere else. We get close to the key movers and shakers on the ground in the US, UK, Norway, Greece, Singapore, China, India and all points in-between. Shipping never sleeps – so don’t miss a moment with TradeWinds’ unrivalled round-the-clock coverage.",Stand: E-J49,https://www.tradewindsnews.com/,(+65) 90104873,mailto:amber.chang@tradewindsnews.com,https://sg.linkedin.com/company/tradewinds,Singapore
240,TRANS-ASIATIC TRADING PTE LTD,"Trans Asiatic Trading Pte Ltd is a leading trading company in industrial, marine and offshore products in South-East Asia. We represent and distribute several renowned brands in these industries and offer professional users a wide range of equipment/services within the accommodation, piping and electrical segments. Our list of clients includes major ship-owners, shipbuilders, oil rig builders, shipyard and industrial companies. At Trans Asiatic , we value our work and seek to provide outstanding services, quality products at competitive prices.",Stand: E-N32,https://www.trans-asiatic.com/,(+65) 62825376,mailto:trasia@singnet.com.sg,https://sg.linkedin.com/company/trans-asiatic-trading-pte-ltd,Singapore
241,TRANSVICTORY WINCH SYSTEM PTE LTD,"Transvictory Winch System (a subsidiary of Union Steel Holdings Limited; SGX-listed Group) is the leading manufacturer and supplier of Winches, Cranes and Hydraulic Power Units (HPU) in South East Asia. We are one of the LARGEST STOCKIST of Hydraulic Winches & HPUs in Asia as well. Our strength lies in the ability to offers you as below: - A competitive and attractive price to purchase the equipment - A competitive and attractive rental rates for lease (available for short term or long term projects) - A shorten timeline preparation.",Stand: E-N07,https://transvictorywinch.com/,(+65) 67743127,mailto:enquiry@transvictorywinch.com,https://sg.linkedin.com/company/transvictory-winch-system,Singapore
242,Tru-Marine Pte Ltd,"Tru-Marine specializes in the Maintenance, Repairs and Overhaul (MRO) of turbochargers in marine, offshore, locomotive and power plant applications. Our service dedication is grounded on innovative technology and operational excellence - where we continuously harness technology to value add with cost-effective and innovative MRO solutions across all our 7 stations in Singapore, China, UAE and The Netherlands. With a proven track record in trusted, long-standing relationships with our principals, we are positioned as a leading aftermarket turbocharger company in terms of our brand representati",Stand: E-Q02,https://www.trumarine.com/,(+65) 68618398,mailto:turbo@trumarine.com,https://linkedin.com/company/tru-marine,Singapore
243,TUFROPES PRIVATE LIMITED,MANUFACTURER OF MOORING ROPES,Stand: E-H29,https://www.tufropes.com/,(+91) 02240502700,mailto:aumarao@tufropes.com,https://www.linkedin.com/company/tufropes-pvt-ltd/mycompany/,India
244,Turbo Solutions Pte. Ltd.,No Data,Stand: D-R01,No Data,No data,No Data,No Data,Singapore
245,Twin Disc (Far East) Pte Ltd,"Since 1918, Twin Disc has been inventing, engineering and manufacturing products and technologies to make power more productive in machines, boats and off-highway vehicles. This puts unparalleled application experience into every Twin Disc product. Our range include transmissions (Quickshift), surface drives (Arneson Surface Drives), propellers (Rolla), electronic controls (EC600), maneuvering joystick controls (Express Joystick System) and thrusters (Veth).",Stand: D-S12,https://www.twindisc.com/,(+65) 68651925,mailto:ang.emily@twindisc.com,No Data,Singapore
246,Twinco Pte Ltd,"Twinco Pte Ltd. offers OEM spare parts for more than 25 years from Asia Pacific to Central America. Through our global network of local partners we provide OEM spare parts and service to shipowners, ship managers and powerplant operators all over the world. In cooperation with our German partner Carl Baguhn Hamburg we offer service and overhaul of engine components, either at our workshops in Singapore, Hamburg and Colombia or onboard your vessel. We exclusively sell OEM spare parts, making sure to deliver significant savings without compromise on quality.",Stand: D-U02,http://www.twinco.com.sg/,(+65) 65429618,mailto:sales@twinco.com.sg,https://www.linkedin.com/company/14509080,Singapore
247,UEBERALL,No Data,Stand: D-V06,No Data,No data,No Data,No Data,Germany
248,United Resources Marketing Services Pte Ltd,"Established since 1987, United Resources has been a turn-key solution provider specializing in M.R.O Consumables, Safety and Spill Control Products. Leveraging on the expertise and experience of over 50 makers, we serve our Marine clients via our Singapore, Malaysia, Rotterdam, Fujairah and Houston operations.",Stand: F-G22,https://www.unitedresources-intl.com/,(+65) 67643172,mailto:enquiry@ur-intl.com,https://www.linkedin.com/company/united-resources,Singapore
249,URECON AUTOMATION PTE LTD,"Founded in 2005. Urecon Automation Pte Ltd offers maintenance and repair, upgrades, retro-fits, system integration, installation and commissioning of system such as system controls, alarm monitoring systems, associated end devices and all connections in-between. We are known for our quality service and efficiency, and we attained accreditation of ISO 9001:2015 , OHSAS 18001:2007 and BizSafe Star award. Urecon Automation is the preferred and trusted service provider for Automation needs. Our engineers are factory trained and specialised in providing electrical and instrumentation control soluti",Stand: D-U06,http://urecon.sg/,(+65) 65695298,mailto:urecon@urecon.com.sg,No Data,Singapore
250,VAF Instruments,No Data,Stand: E-K35,No Data,No data,No Data,No Data,Netherlands
251,"Valwell Development Enterprise Co., Ltd.","Over 20 Years In The Field of Valves. ValWell Development Enterprise Co., Ltd established in 1998, is located in Taichung, Taiwan. We specialize in designing and manufacturing a full range of ball valves, line blind flange valves and double block and bleed gate valves. We are committed to technologically advanced products and continually improving to develop High Quality and zero leak technological valves.",Stand: D-V12,http://valwell.com.tw/,No data,mailto:sales@valwell.com.tw,No Data,Taiwan
252,Vance Chemicals Pte Ltd,"Vance Chemicals is the sole manufacturer of Mr McKenic® Brand of environmentally-friendly products that include all-in-one lubricants, disinfectants, contact cleaners, biodegradable degreasers and more. All our product formulations are created through extensive in-house research and development that combine our technical expertise with a deep understanding of our customers’ requirements. Being an ISO9001, ISO14001 and Bizsafe Level 3 certified company, we pride ourselves on our strong heritage in providing quality, effective and competitive solutions to our customers around the world.",Stand: E-P38,https://www.mr-mckenic.com/,(+65) 68630863,mailto:sales@mr-mckenic.com,https://www.linkedin.com/company/vance-chemicals-pte-ltd/,Singapore
253,VDL AEC Maritime,"VDL AEC Maritime: We supply SOx scrubber systems (EGCS) to the maritime industry. Next to this we're launching a Ship board Carbon Capture system (CO2 scrubber), which will be commercially available in 2023.",Stand: E-J32,https://www.vdlaecmaritime.com/co2-scrubbers/why-carbon-capture,No data,No Data,No Data,Netherlands
254,VDL Klima,No Data,Stand: E-J32,No Data,No data,No Data,No Data,Netherlands
255,VDL Klima BV,VDL Klima (Heat exchangers) and VDL AEC Maritime (SOx scrubber and Ship Board Carbon Capture) will be exhibiting together on the Holland Pavilion. For more info on VDL Klima: www.vdlklima.com,Stand: E-J32,https://www.vdlklima.com/,(+31) 622316087,mailto:j.wijdeveld@vdlaecmaritime.com,https://www.linkedin.com/company/vdlaecmaritime,Netherlands
256,VDMA,No Data,Stand: E-M31,No Data,No data,No Data,No Data,Germany
257,Victor Marine,"Manufactures of Oily Water Separators, Sewage Treatment Plants, Gas Freeing Fans and Tank Washing Machines. Globally Focused on Cleaner Solutions.",Stand: E-K12,https://www.victormarine.com/,(+44) 7795010695,mailto:sales@victormarine.com,https://www.linkedin.com/company/victor-marine-limited,United Kingdom
258,Volvo Group Singapore (Pte) Ltd,"At Volvo Penta, we have over 100 years of experience working with marine professionals. As a part of the Volvo Group – world leaders in diesel technology, transport solutions and technological innovation – we can offer all our customers the knowledge and experience of the entire group. With our broad range of drive systems and engines for propulsion, auxiliary equipment and complete marine generator sets, we can provide a competitive advantage with low total cost of ownership backed up by global service and support. You and your customers will be able to maximize the value of your machine inve",Stand: F-E19,https://www.volvopenta.com/,(+65) 91505564,mailto:sales@volvo.com,No Data,Singapore
259,Vulkan Industries Far East Pte Ltd,"Vulkan is a globally operating company that manufactures rigid to highly flexible couplings, resilient mounts, composite shafts and assist in vibration mitigation consultancy and in hybrid applications. Vulkan also provides all necessary after market services like spare parts, repairs and replacements, inspections supervisions and installations.",Stand: E-M30,https://www.vulkan.com/,(+65) 98160824,mailto:sg.info@vulkan.com,No Data,Singapore
260,WEICON GmbH & Co. KG,"Since 1947, WEICON GmbH & Co. KG has been producing speciality products for the industry in Germany. The range of products includes special adhesives and sealants, technical sprays and high-performance assembly pastes and greases for all areas of industry - from production over repair up to maintenance. Another field of activity is the development, sales and distribution of stripping tools. The company headquarters is located in Muenster, Germany. WEICON has subsidiaries in Dubai, Canada, Turkey, Romania, South Africa, Singapore, the Czech Republic, Spain and Italy.",Stand: E-M16,https://www.weicon.com/,No data,mailto:info@weicon.de,https://www.linkedin.com/company/weicon-gmbh-&-co--kg,Germany
261,Weka Asia Pte Ltd,"Weka Asia Pte Ltd is the Asia office for few reputable marine equipment manufacturers. They are namely:Weka Boxcoolers BV (The Netherlands) for Weka Hi-Resist Boxcoolers R. W. Fernstrum & Company (USA) for FERNSTRUM® GRIDCOOLER® Keel-coolers PILAN® (Spain) for Hydraulic Oil Coolers, and Shell & Tube Heat Exchangers. STOUCO Consultance BV (The Netherlands) for Offshore Engineering & Design Deno Compressors BV (The Netherlands) for Starting & Service Air Compressors, Air Receivers, and Inert Gas Systems Humphree® (Sweden) for Interceptors and Stabilizing fins",Stand: E-L02,https://www.wekaasia.com/,(+65) 6743 2600,mailto:supportone@wekaasia.com.sg,No Data,Singapore
262,"WFN CO.,LTD","""WFN CO., Ltd is specialized in producing and marketing for the various forged products in the field of heavy industries such as chemical & petro chemical plant, shipbuilding, power plant, heavy equipment and industrial machine. The company is improving quality of products with the continuous research and development to fulfill leading duty in the rapidly growing future. It is to be possible to supply the products at the competitive price at the timely with the best service spirits for customer and to be formed confidence firmly with customer after to be meet customer`s requirements.""",Stand: F-F27,https://www.wfncompany.com/,(+82) 51 609 9070,mailto:sales@wfncompany.com,No Data,South Korea
263,"WinKong Marine Engineering Co., Ltd.","""WinKong Marine was established in 2005, around 280 employees, including 180 engineers and technicians and an R&D team of doctors and postgraduates. Headquarters in Qingdao, with branch offices in Shanghai, Ningbo, Nantong, Hongkong and Singapore. Undertaking the mission of “Service of China, Link the World”, upholding the concept of “ Create Value for Our Customers”, and featured with excellent service quality and accumulated technology, WinKong became the contracted partner for many world-renowned enterprises.",Stand: D-T23,https://www.winkong.net/,(+86) 532 84776955,mailto:newmkt@winkong.net,No Data,China
264,Worldship Engineering Pte Ltd,"Worldship Engineering Pte Ltd, incorporated in the year 2013 is an established marine engineering organization specializing in engines overhauling. We constantly add values to our services by providing solutions for ship owners and managers. Our Champions made up of a competent pool of highly-skilled professional engineers, technicians and workers, each adept in their field and has more than two decades of experience in the industry. Worldship Engineering Pte Ltd promises high standards of service in repairs and refurbishment with our rich industrial experience through advanced technologies.",Stand: E-P52,https://www.worldshipengineering.com.sg/,(+65) 62979119,mailto:sales@worldship.com.sg,No Data,Singapore
265,"Wuxi Oriental Changfeng Marine Propulsion Co., Ltd.",N/A,Stand: E-L36,http://www.cssrccf.com/,shenmang@vip.163.com,mailto:shenmang@vip.163.com,No Data,China
266,XINGLUN ROPES SINGAPORE PTE LTD,Manufacturer & Stockiest of marine Synthetic & Wire ropes & HMPE Offshore Heavy Lifting,Stand: E-L29,http://www.xlrope.com.sg/,(+65) 97677359,mailto:info@xlrope.com.sg,https://www.linkedin.com/company/xinglunropes-singapore,Singapore
267,Yan San Metals Pte Ltd,No Data,Stand: E-P47,No Data,No data,No Data,No Data,Singapore
268,Yan San Metals Pte Ltd,"Yan San Metals Pte Ltd is a leading service centre for advanced solutions in aluminium conversions and manufacturing. With more than 30 years of experience, Yan San Metals has built a strong team, with a wide range of design and production capabilities. Together with the network of our various subsidiaries, Yan San Metals has the depth and width to provide our customers with innovative and one-stop solutions to their needs. Our attention to details and listening to our customers to provide specific, customised and integrated solutions allow us to stand out from our competition.",Stand: E-P47,https://yansanmetals.com/,(+65) 68632433,mailto:sales@yansanmetals.com,No Data,Singapore
269,Yara Marine,"""Yara Marine (YMT) provides technologies to enable a greener maritime industry. Since 2010, YMT has been at the forefront of maritime emissions reduction, working closely with ship-owners, yards, and naval architects as partners in our effort to drive the change towards sustainable shipping. Today, Yara Marine offers a portfolio of green technologies, such as SOx scrubbers, fuel optimization systems, turnkey shore power solutions, and the cutting-edge, advanced wind-assisted propulsion system WindWings. Yara Marine is headquartered in Oslo, Norway, with offices in Sweden, Poland, and China.""",Stand: D-R20,https://yaramarine.com/,(+47) 480 68 590,mailto:info@yaramarine.com,https://www.linkedin.com/company/yara-marine-technologies,Norway
270,YDK Technologies Co. Ltd,No Data,Stand: F-G02,No Data,No data,No Data,No Data,Japan
271,Yelim Painting System,"""YLKorea has manufactured and supplied airless pneumatic pump, electric diaphragm pump, paint hose swivel, air swivel spray gun, etc. To domestic and overseas shipyards, automobile factory, offshore plant and other industries as well for more than 20 years. YLKorea has perfect technical knowhow with own complete production system and already quality has been verified in domestic and overseas market. All YLKorea management and staffs are doing our own best for achieving global NO.1 company",Stand: F-D07,https://www.ylkpump.com/,(+82) 0553311427,mailto:ylpump@naver.com,No Data,South Korea
272,Yong Fah International Pte Ltd,"Established in 1970, Yong Fah International is a Singapore-based manufacturer of the ULTIMA® brand of Boilersuits / Coveralls known for their pre-shrunk technology, long-lasting durability and superior comfort. Besides safety and professional workwear, we also provide a wide range of head-to-toe protection solutions ranging from fire resistant clothing, safety helmets, boots, and other Personal Protective Equipment (PPE) items.",Stand: E-Q27,https://www.ultimaworkwear.com/,(+65) 67449058,mailto:info@yongfah.com.sg,No Data,Singapore
273,YOOWON INDUSTRIES LTD,No Data,Stand: D-U06,No Data,No data,No Data,No Data,Singapore
274,YOOWON INDUSTRIES LTD.,"With constant customer feedback and encouragement, Yoowon Industries Ltd. has set ""Technology"" and ""Research and Development"" as the basis of its production philosophy through extensive experience since its foundation in 1977 in line with the growth of the shipbuilding industry in Korea. Despite ever-increasing international competition, the company has risen to the challenge for ""Best Quality in the world"" with its own technology and design of oil filters for F.O. and L.O. applications, hydraulic steering gears, deck machinery, etc. coupled with a highly competitive price and fast delivery.",Stand: F-G31,https://www.yoowonind.com/,(+82) 51 719 6553,mailto:oversea@yoowonind.com,No Data,South Korea
275,"YOU SHIN DAN YEOL.,LTD.","""YOU SHIN DAN YEOL Co., Ltd. has always geared its efforts toward contributing to productive improvements in various fields such a shipbuilding, onshore & offshore projects, construction of oil refineries, atomic energy power stations, etc. With competitive insulation products, the company is constantly striving to improve the efficiency of production facilities and the quality of its products to meet and exceed the high expectations of its customers.""",Stand: F-F31,https://www.ysdy.co.kr/,(+82) 515033751,mailto:keepwarm@chol.com,No Data,South Korea
276,ZF Group,"ZF Friedrichshafen AG ZF Marine is recognized as an outstanding and reliable partner for propulsion systems, supplying complete driveline systems as well as components for all types of vessels – motor yachts, watersports boats, high-speed ferries, workboats and commercial vessels, in a power range from 10 to 12,000 kW. Customers include shipyards, ship owners and operators as well as engine manufacturers worldwide. As a continuous innovator, ZF is preparing for the next generation of propulsion and safety systems with intelligent connectivity solutions that will further improve productivity an",Stand: E-M02,https://www.zf.com/marine,(+49) 754177-2207,mailto:info.zfmarine@zf.com,https://www.linkedin.com/company/zf-group/,Germany
277,ZICOM PRIVATE LIMITED,"ZICOM Private Limited is a total engineering solutions provider for Green Energy, Deck Machinery, Gas Equipment. We are founded in 1978 as a pioneering manufacturers of deck machinery(Winch/Windlass, Mooring System, Anchor-handling system, load-handling system) in Singapore for regional shipyards, expanding internationally to markets for Harbour craft, Shipping, Offshore Construction Sectors. Starting in 2010, we deliver comprehensive green fuel solutions such as LNG, Ammonia, Methanol, and Electric Drives (integrating batteries, super capacitors, and fuel cell)",Stand: E-Q25,https://www.zicom.com.sg/,No data,mailto:sales@zicomgroup.com,https://zicom%20private%20limited/,Singapore
278,上海华襄机械有限公司 Shanghai Hishine Machinery,No Data,Stand: F-G38,No Data,No data,No Data,No Data,Singapore
279,广州市吉海船舶用品有限公司,No Data,Stand: F-G38,No Data,No data,No Data,No Data,Korea
